Unnamed: 0,lyrics_filename,mood,lyrics,mood_cats,song_name,artist_name,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
76,Bon_Iver___Brackett__WI,sad,"""Brackett, WI Lyrics[Verse 1]\nAn easy swing\nHad it's time shouldered\nSlow bending axe\nNow it's a photo framed\nThe swing hasn't had it\nAnd here we are rebuilding roads\nRight by roosting towns\nIt's just like the love\nThe one that's never been enough\n[Chorus]\nSo I'm counting on your fingers\n'Cause you've reattached the twitch\nAnd if you go want opinion\nI will die along the ditches\n\n[Verse 2]\nAnd every summer is a hot token\nTo the cold, cold take of lust\nAnd every autumn singes\nWith the business of sadness\nFred had it wrong, Macy\nHoney hadn't burned\nAnother curve in the counting\nIs never served\n\n[Chorus]\nSo I'm counting on your fingers\n'Cause you've reattached the twitch\nAnd if you go want opinion\nI will die along the ditchesSee Bon Iver LiveGet tickets as low as $101You might also like5Embed"", 'default'",1,Brackett  WI,Bon Iver,0a6j47Vk0Q0cNAumjvLDG2,0.804,0.569,5,-8.399,1,0.169,0.411,0.0,0.122,0.45,79.982,audio_features,0a6j47Vk0Q0cNAumjvLDG2,spotify:track:0a6j47Vk0Q0cNAumjvLDG2,https://api.spotify.com/v1/tracks/0a6j47Vk0Q0cNAumjvLDG2,https://api.spotify.com/v1/audio-analysis/0a6j47Vk0Q0cNAumjvLDG2,96109,4
77,Heart___Kick_It_Out,happy,"""Kick It Out LyricsOut of the street, you better get on home\nTail shaking filly running on her own\nThey say she got loose on the night she was born\nCranking it up in a school zone\n\nKick it out\nCome on, kick it out\nShe said kick out your motor and drive while you're still alive\nKick it out\n\nSitting in a bar in a seaside town\nSweet little love getting high, getting down\nWell, sailors see her running along the beach\nLaugh and jump out of reach\nWild music blowing in her mane\nShe needs a bareback rider, won't give her no pain\nA hard racy game of give and take\nShe never plays half-crazed in her wake\nKick it out\nShe said kick it out.  Come on, come on\nKick out your motor and drive while you're still alive\nKick it out\nOooh, yeah.  Kick it out\nCome on, kick out your motor and drive while you're still alive\nKick it out.  Woo!\n\nGuitar solo\n\nOoooooh, she said kick it out\nAh, kick out your motor and drive while you're still alive\nKick it out\nOooh, yeah.  Oh, oh, oh\nKick out your motor and drive while you're still alive\nKick it out\nOooh.  Oooh, oooh, yeahYou might also likeEmbed"", 'default'",0,Kick It Out,Heart,05WvkeJ6cn4kk3ldaLcCUN,0.766,0.549,3,-7.531,0,0.396,0.0863,0.0,0.101,0.449,118.012,audio_features,05WvkeJ6cn4kk3ldaLcCUN,spotify:track:05WvkeJ6cn4kk3ldaLcCUN,https://api.spotify.com/v1/tracks/05WvkeJ6cn4kk3ldaLcCUN,https://api.spotify.com/v1/audio-analysis/05WvkeJ6cn4kk3ldaLcCUN,164928,4
78,Jets_To_Brazil___Sea_Anemone,sad,"""Sea Anemone LyricsThe curtain's a sea anemone\nIn the way it sways to the slow breeze\nI lie spread out on the floor, looking at these things\nMost of them are yours\n\nAnd it's so nice, sitting very still\nWithout those old shoes I could never fill\n\nStarfish with its arms out in a daze\nStaring at the stars through an ocean haze\nWas I one you wished upon?\nBurned out like a light bulb\nWhen you turned me on\nAnd it's so nice, sleeping here all alone\nWith my ashtray\nWhite courtesy telephone\nNow I'm making out the shapes\nLike the shower rod — can it take my weight?\nI will tell you I am fine\nI got some news, friend\nFeels like I'm dying\n\nTurtle on its back in the desert sea\nAnd you look like a cool drink, just slightly out of reach\nDraw myself into the shell\nWaiting on a sign from God or a nod from hell\n\nAnd it's so nice, sitting very still\nWithout those old shoes I could never fill\n\nNow we're turning on the lights\nIt's the first day of my second life\nTake my name off of the lease\nYou can even keep the name, it never suited meYou might also likeEmbed"", 'default'",1,Sea Anemone,Jets To Brazil,1MD2yGSeBRALkMui1fZ05P,0.854,0.631,11,-8.197,0,0.0452,0.884,0.00999,0.202,0.609,119.986,audio_features,1MD2yGSeBRALkMui1fZ05P,spotify:track:1MD2yGSeBRALkMui1fZ05P,https://api.spotify.com/v1/tracks/1MD2yGSeBRALkMui1fZ05P,https://api.spotify.com/v1/audio-analysis/1MD2yGSeBRALkMui1fZ05P,228062,4
79,Charlotte_Martin___Up_All_Night,happy,"""Up All Night LyricsIt's 3 AM and I have been in my head for quite some time\nEvery fear, every tear has been swirling in my mind\nAnd there are still a hundred reasons I shouldn't walk away\nDo I love you if I leave you? You have no name\n\nI was up all night\nWaiting for some kind of miracle\nI was up all night\nFeeling all alone in the universe\nI was up all night\nWhen morning comes, I will tell you it's life I have to chase\nBut every song that I sing will be written by your face\nAnd if you're really meant to be then you'll be back again\nAnd I watch as your beginning turns into the end\n\nI was up all night\nWaiting for some kind of miracle\nI was up all night\nFeeling all alone in the universe\nIf it's you or if it's me I save\nI'm still throwing it all away\nI was up all night\n\nWith a kick inside in the dark you hide\nAnd we both know how the end will be\nIn your little tide with your eyes shut wide\nAnd we both know how the end will be\nHow it will be\n\nI was up all night\nWaiting for some kind of miracle\nI was up all night\nFeeling all alone in the universe\nIf it's you or if it's me I save\nI'm still throwing it all away\nI was up all nightYou might also likeEmbed"", 'default'",0,Up All Night,Charlotte Martin,04OpLaQ1VBNAxdRZu43uWr,0.446,0.0126,5,-24.884,1,0.0416,0.994,0.927,0.0886,0.111,75.993,audio_features,04OpLaQ1VBNAxdRZu43uWr,spotify:track:04OpLaQ1VBNAxdRZu43uWr,https://api.spotify.com/v1/tracks/04OpLaQ1VBNAxdRZu43uWr,https://api.spotify.com/v1/audio-analysis/04OpLaQ1VBNAxdRZu43uWr,178000,4
80,Deathstars___Damn_Me,sad,"""Damn Me LyricsDie, I wanna watch you die as you speak those words to me\nDie, I wanna watch you die as you sell those to please\n\nWe were never your sheep to keep and guide or victims by your side\n\nI never asked for the world that you brought me, never wanted it\nI never asked for that lie, so damn me as I say goodbye\n\nFall, your tower falls as you bring it's bricks to me\nFall, you want my visions but the sights are to dark to see\nWe were never your sheep to keep and guide or victims by your side\n\nI never asked for the world that you brought me, never wanted it\nI never asked for that lie, so damn me as I say goodbye\n\nI never asked for the world that you gave me\nI never wanted the world that you brought meYou might also likeEmbed"", 'default'",1,Damn Me,Deathstars,3IVjVJ21z8pLZIxyvw6rpJ,0.493,0.939,9,-4.164,0,0.0663,1.8e-05,0.00367,0.128,0.274,136.065,audio_features,3IVjVJ21z8pLZIxyvw6rpJ,spotify:track:3IVjVJ21z8pLZIxyvw6rpJ,https://api.spotify.com/v1/tracks/3IVjVJ21z8pLZIxyvw6rpJ,https://api.spotify.com/v1/audio-analysis/3IVjVJ21z8pLZIxyvw6rpJ,199613,4
81,Kashmir___Kalifornia,sad,"""Kalifornia LyricsKalifornia\nHave you gone wild?\nI'm sifting through your dark miles\nReaching out for you\nIn the headlight's glare\nBut you're way to devious\nTo be aware\n\nRestless, restless\nWindswept road\nTake me some place\nUnfold\nKalifornia\nIn a bleak road song\nOld Nick warned me\nAgainst the storm\nBut I'm your slipstream\nYou're my trail\nDrive wild with me\nFull sails\n\nRestless, restless\nWindswept road\nTake me some place\nUnfold\n\nSometime\nGet there sometime\nSometime\nGet there sometime\nSometime\nGet there sometime\nSometime\nGet there sometime\nSometime\nGet there sometimeYou might also likeEmbed"", 'default'",1,Kalifornia,Kashmir,5aEurCKzsfoo0nFHK6OPXT,0.523,0.731,5,-11.8,1,0.0378,0.0216,0.835,0.132,0.634,114.402,audio_features,5aEurCKzsfoo0nFHK6OPXT,spotify:track:5aEurCKzsfoo0nFHK6OPXT,https://api.spotify.com/v1/tracks/5aEurCKzsfoo0nFHK6OPXT,https://api.spotify.com/v1/audio-analysis/5aEurCKzsfoo0nFHK6OPXT,235187,4
82,Adam_Green___Bungee,sad,"""Bungee LyricsShe used to live with an indian chief\nWho gave her the clap that he got from a priest\nNight after night, i would lie with her pets\nLike a mailorder bride in a box by the steps\n\nShe went bungee jumping\nOne fine day\nOff the cliffs of our friendship\nAnd at the bottom she stayed\n\nWhen they told me that her body was found\nAn astronaut drowned in the long island sound\nI tripped down the stairs in my basketball shoes\nAnd paddled down stream in my father's canoe\nIn the kingdom of bungee\nThe castle's been stained\nBut the kingdom of incest\nStill has a mighty fine nameYou might also likeEmbed"", 'default'",1,Bungee,Adam Green,2UifmVCK5TUTju9PhhsE7e,0.639,0.323,7,-9.08,1,0.032,0.679,0.000103,0.0856,0.346,119.135,audio_features,2UifmVCK5TUTju9PhhsE7e,spotify:track:2UifmVCK5TUTju9PhhsE7e,https://api.spotify.com/v1/tracks/2UifmVCK5TUTju9PhhsE7e,https://api.spotify.com/v1/audio-analysis/2UifmVCK5TUTju9PhhsE7e,208560,4
83,Enigma___Look_Of_Today,happy,"""Look of Today LyricsCome in and see the newest things\nFeel what just money can bring\nCan't you see?\nThat's the look\nThat's the look\nThat's the look of today\nThat's the look of today\nThat's the look\nThat's the look\nThat's the look\nYou have a problem I can help\nBuy it and be yourself\nCause you know\nThat's the look\nThat's the look\nThat's the look of today\nThat's the look of today\nThat's the look\nThat's the look\nThat's the look\n\nSo many trends just fade away\nBefore you can wear it, it's a fake\nCan't you see\nThat's the look\nThat's the look\nThat's the look of today\nThat's the look of today\nThat's the look\nThat's the look\nThat's the look\n\nYou are so stylish, you so vain\nSometimes I think you have no brain\nBut you know\nThat's the look\nThat's the look\nThat's the look of today\nThat's the look of today\nThat's the look\nThat's the look\nOh that's the look\nThat's the look\nYou might also likeThat's the look\nThat's the look\nThat's the look of today\nThat's the look of today\n\nYes you know\nThat's the look\nThat's the look\nThat's the look of today\nThat's the look of today\nThat's the look\nThat's the look\nThat's the lookEmbed"", 'default'",0,Look Of Today,Enigma,2VANzqdJw6cT4gABC39ZQU,0.153,0.00328,3,-37.065,1,0.0509,0.928,0.968,0.0964,0.0985,135.497,audio_features,2VANzqdJw6cT4gABC39ZQU,spotify:track:2VANzqdJw6cT4gABC39ZQU,https://api.spotify.com/v1/tracks/2VANzqdJw6cT4gABC39ZQU,https://api.spotify.com/v1/audio-analysis/2VANzqdJw6cT4gABC39ZQU,162005,3
84,Crystal_Castles___Crimewave_Crystal_Castles_vs_Health,happy,"'Crimewave LyricsEyes lit on sharp threats from dark lips\nBut knives press the soft flesh into rough handsYou might also likeEmbed', 'default'",0,Crimewave Crystal Castles vs Health,Crystal Castles,1xzsEmaU4IXjvxxwQlA8Lz,0.747,0.691,4,-7.533,0,0.0402,0.183,0.0259,0.205,0.887,119.982,audio_features,1xzsEmaU4IXjvxxwQlA8Lz,spotify:track:1xzsEmaU4IXjvxxwQlA8Lz,https://api.spotify.com/v1/tracks/1xzsEmaU4IXjvxxwQlA8Lz,https://api.spotify.com/v1/audio-analysis/1xzsEmaU4IXjvxxwQlA8Lz,258453,4
85,Bear_In_Heaven___Fake_Out,sad,"""Fake Out LyricsI wish I could be something better\nBut I can't, I won't let me\nI feel like there's something looking, in my eye's, all of the time\nSundog illusion\nIt won't fake me out this time\nDumb thoughts\nDelusions\nWon't fake me out this time\nI wish you could be something better\nBut you can't I won't let you\nI feel like you're always looking, in my eyes, all of the time\nSundog illusion\nWon't fake me out this time\nDumb thoughts\nDelusions\nWon't fake me out this time\nYou're pushing me on\nI'm used to it\nMy catch all won't hold feelings\nYour sweet overtone\nConfuses me\nMy catch all won't hold desire\nLet go of the feazing and hold on to meYou might also likeEmbed"", 'default'",1,Fake Out,Bear In Heaven,7xGKbFIfzWVXzhXskwZa70,0.252,0.453,8,-14.958,0,0.0835,0.745,0.882,0.0752,0.175,172.532,audio_features,7xGKbFIfzWVXzhXskwZa70,spotify:track:7xGKbFIfzWVXzhXskwZa70,https://api.spotify.com/v1/tracks/7xGKbFIfzWVXzhXskwZa70,https://api.spotify.com/v1/audio-analysis/7xGKbFIfzWVXzhXskwZa70,520768,3
87,Garbage___Medication,sad,"""Medication Lyrics[Verse 1]\nI don't need an education\nI learnt all I need from you\nThey got me on some medication\nMy point of balance was askew\nIt keeps my temperature from rising\nMy blood is pumping through my veins\n\n[Chorus 1]\nSomebody get me out of here\nI'm tearing at myself\nNobody gives a damn about me\nOr anybody else\n[Verse 2]\nI wear myself out in the morning\nYou're asleep when I get home\nPlease don't call me self-defending\nYou know it cuts me to the bone\nThough it's really not surprising\nI hold a force I can't contain\n\n[Chorus 1]\nSomebody get me out of here\nI'm tearing at myself\nNobody gives a damn about me\nOr anybody else\n\n[Bridge]\nAnd still you call me co-dependent\nSomehow you lay the blame on me\nAnd still you call me co-dependent\nSomehow you lay the blame on me\n\n[Chorus 2]\nSomebody get me out of here\nI'm tearing at myself\nI've got to make a point these days\nTo extricate myself\nYou might also like[Chorus 1]\nSomebody get me out of here\nI'm tearing at myself\nNobody gives a damn about me\nOr anybody else\n\n[Outro]\nAnd still you call me co-dependent\nSomehow you lay the blame on me\nAnd still you call me co-dependent\nSomehow you lay the blame on me\nSomehow you lay the blame on me\nSomehow you lay the blame on me1Embed"", 'default'",1,Medication,Garbage,7hwd4kQuHRl98fME6SUVhN,0.482,0.363,9,-19.115,1,0.0504,0.931,0.931,0.104,0.962,80.833,audio_features,7hwd4kQuHRl98fME6SUVhN,spotify:track:7hwd4kQuHRl98fME6SUVhN,https://api.spotify.com/v1/tracks/7hwd4kQuHRl98fME6SUVhN,https://api.spotify.com/v1/audio-analysis/7hwd4kQuHRl98fME6SUVhN,100187,4
88,Great_Lake_Swimmers___Put_There_By_The_Land,sad,"""Put There by the Land LyricsThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\n\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\n\nAnd there's a mark on the land put there by my hand\nThere's a mark on the land put there by my hand\nThere's a mark on the land put there by my hand\nThere's a mark on the land put there by my handYou might also likeEmbed"", 'default'",1,Put There By The Land,Great Lake Swimmers,0P3IR2ldn9FWKZ9N9De2lh,0.663,0.728,2,-6.542,1,0.0316,0.339,0.00188,0.107,0.932,117.016,audio_features,0P3IR2ldn9FWKZ9N9De2lh,spotify:track:0P3IR2ldn9FWKZ9N9De2lh,https://api.spotify.com/v1/tracks/0P3IR2ldn9FWKZ9N9De2lh,https://api.spotify.com/v1/audio-analysis/0P3IR2ldn9FWKZ9N9De2lh,199187,4
88,Great_Lake_Swimmers___Put_There_By_The_Land,sad,"""Put There by the Land LyricsThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\n\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\n\nAnd there's a mark on the land put there by my hand\nThere's a mark on the land put there by my hand\nThere's a mark on the land put there by my hand\nThere's a mark on the land put there by my handYou might also likeEmbed"", 'default'",1,Put There By The Land,Great Lake Swimmers,0P3IR2ldn9FWKZ9N9De2lh,0.663,0.728,2,-6.542,1,0.0316,0.339,0.00188,0.107,0.932,117.016,audio_features,0P3IR2ldn9FWKZ9N9De2lh,spotify:track:0P3IR2ldn9FWKZ9N9De2lh,https://api.spotify.com/v1/tracks/0P3IR2ldn9FWKZ9N9De2lh,https://api.spotify.com/v1/audio-analysis/0P3IR2ldn9FWKZ9N9De2lh,199187,4
88,Great_Lake_Swimmers___Put_There_By_The_Land,sad,"""Put There by the Land LyricsThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\nThere's a mark on my hand put there by the land\n\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\nCan't you see it's in me, can't you see?\n\nAnd there's a mark on the land put there by my hand\nThere's a mark on the land put there by my hand\nThere's a mark on the land put there by my hand\nThere's a mark on the land put there by my handYou might also likeEmbed"", 'default'",1,Put There By The Land,Great Lake Swimmers,0P3IR2ldn9FWKZ9N9De2lh,0.663,0.728,2,-6.542,1,0.0316,0.339,0.00188,0.107,0.932,117.016,audio_features,0P3IR2ldn9FWKZ9N9De2lh,spotify:track:0P3IR2ldn9FWKZ9N9De2lh,https://api.spotify.com/v1/tracks/0P3IR2ldn9FWKZ9N9De2lh,https://api.spotify.com/v1/audio-analysis/0P3IR2ldn9FWKZ9N9De2lh,199187,4
89,Anoushka_Shankar___Beloved,calm,"""Beloved LyricsYes I want you\nAnd I need you\nThe angel just passed me by, oh!\nI feel like I could change inside\nI feel like I can change inside\nBreeze flicker through my mind\nFeel your body close on mine\nInside you\nLooking down below\nSee the love flow\nThen the love go\nWhat is love's time\nCan we ever know?\nElectricity blossoms\nSparks in my mind\nThen I glow for a while\nAnd I'm gone!\nI feel like I could love tonight\nI feel like I can love tonight\nWings flutter moon bright\nClose my eyes real tight\nAnd find you\nLooking down below\nSee the life grow\nThen the life blow\nIn a lifetime\nCan we really know?\nMy head in the clouds an my\nFeet on the ground\nSpinning out of the dream\nAnd I'm gone!Embed"", 'default'",2,Beloved,Anoushka Shankar,1S7BtJNfAsJOxgEyYea7O7,0.601,0.41,6,-13.072,1,0.0334,0.724,0.0661,0.119,0.131,101.957,audio_features,1S7BtJNfAsJOxgEyYea7O7,spotify:track:1S7BtJNfAsJOxgEyYea7O7,https://api.spotify.com/v1/tracks/1S7BtJNfAsJOxgEyYea7O7,https://api.spotify.com/v1/audio-analysis/1S7BtJNfAsJOxgEyYea7O7,425133,3
90,Diana_Ross___Im_Watching_You,happy,"""I’m Watching You LyricsHello baby, it's a long time\nI know you're here\nI feel you close to me\nSo much to say but\nMaking all the words\nI save them all inside\nThen I see you and they disappear\nLike leaves beneath the snow\nAnd life don't wait for everyone\nAnd yesterday, I let you go\nI'm watching you tonight\nAnd I waited for so long\nI've been living on your memory\nIn a world where we were one\nAnd you told me you could make it on your own\n\nI'm watching you tonight\nAnd it's making me cry\nWhen I lost you, I lost everything\nBut our love should never die\nNot mine, my love is born to be your love\nOh baby\nTo make history near you\nBut the moment when I see me in your eyes\nYou're gone, you're gone\n\nYou can say goodbye if you want to\nI love you but I'll try to understand\nBut in my soul I know it's meant to be\nTogether you and me\n\nBut I know you came to fade away\nLike voices in the wind\nAnd I wonder if you feel my love\nIt's stronger than it's ever been\nYou might also likeI'm watching you tonight\nAnd there's no other one\nAll the love we gave eternally\nNow it's dying in the sun\nNot mine, my love was born to be your love\nOh baby\nTo make history near you\nBut that moment when I see me in your eyes\nYou're gone, you're gone, you're goneEmbed"", 'default'",0,Im Watching You,Diana Ross,0cP6MyvBwQwYnGqNAS3lkf,0.733,0.652,10,-7.156,0,0.0356,0.486,0.00798,0.116,0.66,138.834,audio_features,0cP6MyvBwQwYnGqNAS3lkf,spotify:track:0cP6MyvBwQwYnGqNAS3lkf,https://api.spotify.com/v1/tracks/0cP6MyvBwQwYnGqNAS3lkf,https://api.spotify.com/v1/audio-analysis/0cP6MyvBwQwYnGqNAS3lkf,242373,4
91,Blue_Foundation___Enemy,happy,"""Enemy LyricsWe were lovers on the run\nHeading for adventure\nRuinous and young\n\nWe fled across the broken land\nWild, deserted places\nAnd it went out of hand\n\nWatch your back\nStay with me\nSomeone here could be an enemy\nWatch your back\nDon't you see\nOne of us could be the enemy\nWe seized a house upon a hill\nDamp and tainted ceilings\nAnd broken windowsills\n\nSeagulls hanging from the trees\nBlack and static water\nRed and sticky leavesYou might also likeEmbed"", 'default'",0,Enemy,Blue Foundation,4960lzMaVLrbelhngBpL4X,0.646,0.51,7,-10.719,1,0.281,0.0789,0.0,0.253,0.359,159.986,audio_features,4960lzMaVLrbelhngBpL4X,spotify:track:4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/tracks/4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/audio-analysis/4960lzMaVLrbelhngBpL4X,165651,4
91,Blue_Foundation___Enemy,happy,"""Enemy LyricsWe were lovers on the run\nHeading for adventure\nRuinous and young\n\nWe fled across the broken land\nWild, deserted places\nAnd it went out of hand\n\nWatch your back\nStay with me\nSomeone here could be an enemy\nWatch your back\nDon't you see\nOne of us could be the enemy\nWe seized a house upon a hill\nDamp and tainted ceilings\nAnd broken windowsills\n\nSeagulls hanging from the trees\nBlack and static water\nRed and sticky leavesYou might also likeEmbed"", 'default'",0,Enemy,Blue Foundation,4960lzMaVLrbelhngBpL4X,0.646,0.51,7,-10.719,1,0.281,0.0789,0.0,0.253,0.359,159.986,audio_features,4960lzMaVLrbelhngBpL4X,spotify:track:4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/tracks/4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/audio-analysis/4960lzMaVLrbelhngBpL4X,165651,4
91,Blue_Foundation___Enemy,happy,"""Enemy LyricsWe were lovers on the run\nHeading for adventure\nRuinous and young\n\nWe fled across the broken land\nWild, deserted places\nAnd it went out of hand\n\nWatch your back\nStay with me\nSomeone here could be an enemy\nWatch your back\nDon't you see\nOne of us could be the enemy\nWe seized a house upon a hill\nDamp and tainted ceilings\nAnd broken windowsills\n\nSeagulls hanging from the trees\nBlack and static water\nRed and sticky leavesYou might also likeEmbed"", 'default'",0,Enemy,Blue Foundation,4960lzMaVLrbelhngBpL4X,0.646,0.51,7,-10.719,1,0.281,0.0789,0.0,0.253,0.359,159.986,audio_features,4960lzMaVLrbelhngBpL4X,spotify:track:4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/tracks/4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/audio-analysis/4960lzMaVLrbelhngBpL4X,165651,4
91,Blue_Foundation___Enemy,happy,"""Enemy LyricsWe were lovers on the run\nHeading for adventure\nRuinous and young\n\nWe fled across the broken land\nWild, deserted places\nAnd it went out of hand\n\nWatch your back\nStay with me\nSomeone here could be an enemy\nWatch your back\nDon't you see\nOne of us could be the enemy\nWe seized a house upon a hill\nDamp and tainted ceilings\nAnd broken windowsills\n\nSeagulls hanging from the trees\nBlack and static water\nRed and sticky leavesYou might also likeEmbed"", 'default'",0,Enemy,Blue Foundation,4960lzMaVLrbelhngBpL4X,0.646,0.51,7,-10.719,1,0.281,0.0789,0.0,0.253,0.359,159.986,audio_features,4960lzMaVLrbelhngBpL4X,spotify:track:4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/tracks/4960lzMaVLrbelhngBpL4X,https://api.spotify.com/v1/audio-analysis/4960lzMaVLrbelhngBpL4X,165651,4
92,Dntel___Your_Hill,sad,"""Your Hill LyricsSlide down your hill\nUntil you remember\nHow fun it was\nWhen you were young\n\nAnd don't forget\nTo keep it with you\nWhen our time is over\n\nThe alarm bell's rung\nAnd your week's begun\nAnd your week's begunYou might also likeEmbed"", 'default'",1,Your Hill,Dntel,4q7lEy1VkT4yROWyH9l8wH,0.75,0.136,3,-13.938,0,0.249,0.0362,0.905,0.118,0.672,166.076,audio_features,4q7lEy1VkT4yROWyH9l8wH,spotify:track:4q7lEy1VkT4yROWyH9l8wH,https://api.spotify.com/v1/tracks/4q7lEy1VkT4yROWyH9l8wH,https://api.spotify.com/v1/audio-analysis/4q7lEy1VkT4yROWyH9l8wH,151084,4
93,James___Sometimes,sad,"""James Lyrics1, 2\n1,2 3 and..\n\nJames\nDon't forget yourself\nWhen you're across the water\nThose sirens sing songs of love\nDo they know what you're made of?\n'Cause it might not be across the water now\n\nBe sure to pack a good alarm\nTo pick you up in the morning\nTo turn your head to things that may go wrong\nAnd though the arms of a lover can be so comforting\nWe all need a little warning sometimes\nJames\nNow love, I have seen you wear\nPulled over your eyes through a small tear\nI have seen my best friend crying\n5000 miles you wish to roam\nAnd there you'll build a new home under the hot sun\nBut it is what your burning for now\n\nNobody wants to live alone\nWe all know it's better to share than to own\nAnd though the arms of a lover can be so comforting\nWe all need a little warning\n\nNobody wants to live alone\nWe all know it's better to share than to own\nAnd though the arms of a lover can be so comforting\nWe all need a little warning\n\nSometimes\nJamesYou might also likeEmbed"", 'default'",1,Sometimes,James,7ES6NnxS3TElJTVeCDO3NL,0.652,0.631,0,-6.76,0,0.0306,0.0782,3.17e-06,0.128,0.133,108.021,audio_features,7ES6NnxS3TElJTVeCDO3NL,spotify:track:7ES6NnxS3TElJTVeCDO3NL,https://api.spotify.com/v1/tracks/7ES6NnxS3TElJTVeCDO3NL,https://api.spotify.com/v1/audio-analysis/7ES6NnxS3TElJTVeCDO3NL,154618,4
94,Dinosaur_Jr___Flying_Cloud,sad,"""Flying Cloud LyricsThings happen and no one told me\nYou can't think, you can't drink it\nYou laughed again then you rode me\nI won't drop it, you can't stop it now\nHey lady, where you going?\nHey lady, why aren’t it snowing?\nWere you riding the chair alone?\nHey lady, where's your friend?\nHey lady, blew you off again\nDon't worry, I'll ride you up to the top\nHey lady, sorry, that's the last stop\nI'll see you I'll see you\nAll the way down\nI'll see you\nIn the large flying cloud\nI'll see you\nI'll see you\nAll the way down\nIn the large flying cloudYou might also likeEmbed"", 'default'",1,Flying Cloud,Dinosaur Jr,17Xxp5dtS4GmdGjNZNb5Gk,0.609,0.623,10,-7.865,0,0.089,0.00856,0.0514,0.404,0.369,93.929,audio_features,17Xxp5dtS4GmdGjNZNb5Gk,spotify:track:17Xxp5dtS4GmdGjNZNb5Gk,https://api.spotify.com/v1/tracks/17Xxp5dtS4GmdGjNZNb5Gk,https://api.spotify.com/v1/audio-analysis/17Xxp5dtS4GmdGjNZNb5Gk,123520,4
94,Dinosaur_Jr___Flying_Cloud,sad,"""Flying Cloud LyricsThings happen and no one told me\nYou can't think, you can't drink it\nYou laughed again then you rode me\nI won't drop it, you can't stop it now\nHey lady, where you going?\nHey lady, why aren’t it snowing?\nWere you riding the chair alone?\nHey lady, where's your friend?\nHey lady, blew you off again\nDon't worry, I'll ride you up to the top\nHey lady, sorry, that's the last stop\nI'll see you I'll see you\nAll the way down\nI'll see you\nIn the large flying cloud\nI'll see you\nI'll see you\nAll the way down\nIn the large flying cloudYou might also likeEmbed"", 'default'",1,Flying Cloud,Dinosaur Jr,17Xxp5dtS4GmdGjNZNb5Gk,0.609,0.623,10,-7.865,0,0.089,0.00856,0.0514,0.404,0.369,93.929,audio_features,17Xxp5dtS4GmdGjNZNb5Gk,spotify:track:17Xxp5dtS4GmdGjNZNb5Gk,https://api.spotify.com/v1/tracks/17Xxp5dtS4GmdGjNZNb5Gk,https://api.spotify.com/v1/audio-analysis/17Xxp5dtS4GmdGjNZNb5Gk,123520,4
94,Dinosaur_Jr___Flying_Cloud,sad,"""Flying Cloud LyricsThings happen and no one told me\nYou can't think, you can't drink it\nYou laughed again then you rode me\nI won't drop it, you can't stop it now\nHey lady, where you going?\nHey lady, why aren’t it snowing?\nWere you riding the chair alone?\nHey lady, where's your friend?\nHey lady, blew you off again\nDon't worry, I'll ride you up to the top\nHey lady, sorry, that's the last stop\nI'll see you I'll see you\nAll the way down\nI'll see you\nIn the large flying cloud\nI'll see you\nI'll see you\nAll the way down\nIn the large flying cloudYou might also likeEmbed"", 'default'",1,Flying Cloud,Dinosaur Jr,17Xxp5dtS4GmdGjNZNb5Gk,0.609,0.623,10,-7.865,0,0.089,0.00856,0.0514,0.404,0.369,93.929,audio_features,17Xxp5dtS4GmdGjNZNb5Gk,spotify:track:17Xxp5dtS4GmdGjNZNb5Gk,https://api.spotify.com/v1/tracks/17Xxp5dtS4GmdGjNZNb5Gk,https://api.spotify.com/v1/audio-analysis/17Xxp5dtS4GmdGjNZNb5Gk,123520,4
